YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DataValueUnit,DataValueType,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2015,2015,VT,Reproductive Health,Postpartum checkup,89.6,%,Crude Prevalence,,87.1,91.7,Race/Ethnicity,"White, non-Hispanic"
2014,2014,OK,Reproductive Health,Postpartum checkup,99.1,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",95.7,99.8,Race/Ethnicity,Asian or Pacific Islander
2014,2014,WA,Reproductive Health,Postpartum checkup,89.0,%,Crude Prevalence,,82.4,93.3,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,ME,Reproductive Health,Postpartum checkup,92.8,%,Crude Prevalence,,90.1,94.8,Race/Ethnicity,"White, non-Hispanic"
2012,2012,US,Reproductive Health,Postpartum checkup,87.8,%,Crude Prevalence,,86.2,89.2,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,SD,Reproductive Health,Postpartum checkup,98.1,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",89.6,99.7,Race/Ethnicity,Asian or Pacific Islander
2018,2018,KS,Reproductive Health,Postpartum checkup,90.6,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",69.1,97.7,Race/Ethnicity,Asian or Pacific Islander
2018,2018,US,Reproductive Health,Postpartum checkup,86.7,%,Crude Prevalence,,85.3,87.9,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,PA,Reproductive Health,Postpartum checkup,81.9,%,Crude Prevalence,,72.0,88.9,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,NE,Reproductive Health,Postpartum checkup,92.4,%,Crude Prevalence,,90.6,93.9,Overall,Overall
2020,2020,KS,Reproductive Health,Postpartum checkup,92.2,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",75.0,97.9,Race/Ethnicity,Asian or Pacific Islander
2020,2020,VA,Reproductive Health,Postpartum checkup,87.1,%,Crude Prevalence,,83.2,90.2,Overall,Overall
2016,2016,AR,Reproductive Health,Postpartum checkup,84.7,%,Crude Prevalence,,74.1,91.5,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,DC,Reproductive Health,Postpartum checkup,89.8,%,Crude Prevalence,,80.4,95.0,Race/Ethnicity,Hispanic
2015,2015,DE,Reproductive Health,Postpartum checkup,88.8,%,Crude Prevalence,,83.6,92.5,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,AK,Reproductive Health,Postpartum checkup,81.1,%,Crude Prevalence,,76.3,85.1,Race/Ethnicity,American Indian or Alaska Native
2018,2018,WY,Reproductive Health,Postpartum checkup,76.8,%,Crude Prevalence,,67.0,84.4,Race/Ethnicity,American Indian or Alaska Native
2014,2014,NE,Reproductive Health,Postpartum checkup,89.3,%,Crude Prevalence,,84.9,92.5,Race/Ethnicity,Asian or Pacific Islander
2017,2017,AL,Reproductive Health,Folic acid supplementation,22.8,%,Crude Prevalence,,14.8,33.5,Race/Ethnicity,Hispanic
2018,2018,IA,Reproductive Health,Postpartum checkup,89.6,%,Crude Prevalence,,85.3,92.8,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,CO,Reproductive Health,Folic acid supplementation,29.5,%,Crude Prevalence,,23.5,36.2,Race/Ethnicity,Hispanic
2020,2020,HI,Reproductive Health,Postpartum checkup,92.4,%,Crude Prevalence,,86.3,96.0,Race/Ethnicity,Hispanic
2015,2015,LA,Reproductive Health,Postpartum checkup,71.1,%,Crude Prevalence,,58.7,81.1,Race/Ethnicity,Hispanic
2012,2012,CO,Reproductive Health,Folic acid supplementation,40.2,%,Crude Prevalence,,36.4,44.0,Overall,Overall
2012,2012,OK,Reproductive Health,Postpartum checkup,78.3,%,Crude Prevalence,,62.1,88.8,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,WY,Reproductive Health,Postpartum checkup,89.8,%,Crude Prevalence,,86.5,92.4,Overall,Overall
2013,2013,GA,Reproductive Health,Postpartum checkup,93.0,%,Crude Prevalence,,86.9,96.4,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,US,Reproductive Health,Postpartum checkup,88.3,%,Crude Prevalence,,84.2,91.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,KS,Reproductive Health,Postpartum checkup,92.7,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",75.2,98.2,Race/Ethnicity,Asian or Pacific Islander
2017,2017,VT,Reproductive Health,Postpartum checkup,93.7,%,Crude Prevalence,,91.4,95.4,Overall,Overall
2019,2019,OR,Reproductive Health,Postpartum checkup,88.1,%,Crude Prevalence,,85.3,90.4,Race/Ethnicity,Hispanic
2012,2012,GA,Reproductive Health,Postpartum checkup,92.8,%,Crude Prevalence,,90.5,94.5,Overall,Overall
2015,2015,IL,Reproductive Health,Postpartum checkup,91.3,%,Crude Prevalence,,89.6,92.8,Overall,Overall
2014,2014,MD,Reproductive Health,Postpartum checkup,96.2,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",77.8,99.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,AK,Reproductive Health,Postpartum checkup,75.0,%,Crude Prevalence,,69.9,79.5,Race/Ethnicity,American Indian or Alaska Native
2019,2019,AR,Reproductive Health,Folic acid supplementation,29.9,%,Crude Prevalence,,24.5,36.0,Race/Ethnicity,"White, non-Hispanic"
2020,2020,FL,Reproductive Health,Postpartum checkup,94.7,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",84.1,98.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,OR,Reproductive Health,Postpartum checkup,84.7,%,Crude Prevalence,,79.2,89.0,Race/Ethnicity,Hispanic
2016,2016,IA,Reproductive Health,Postpartum checkup,93.3,%,Crude Prevalence,,89.9,95.7,Race/Ethnicity,"White, non-Hispanic"
2019,2019,DC,Reproductive Health,Postpartum checkup,90.8,%,Crude Prevalence,,87.5,93.3,Overall,Overall
2014,2014,WA,Reproductive Health,Postpartum checkup,92.8,%,Crude Prevalence,,89.7,95.0,Race/Ethnicity,"White, non-Hispanic"
2012,2012,NJ,Reproductive Health,Postpartum checkup,79.3,%,Crude Prevalence,,72.4,84.8,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,ME,Reproductive Health,Postpartum checkup,90.7,%,Crude Prevalence,,87.8,93.0,Overall,Overall
2017,2017,NY,Reproductive Health,Postpartum checkup,90.2,%,Crude Prevalence,,85.0,93.8,Race/Ethnicity,Asian or Pacific Islander
2017,2017,MI,Reproductive Health,Postpartum checkup,77.6,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",55.8,90.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,AR,Reproductive Health,Folic acid supplementation,33.8,%,Crude Prevalence,,21.9,48.2,Race/Ethnicity,Hispanic
2018,2018,MI,Reproductive Health,Postpartum checkup,83.3,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",61.3,94.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,AK,Reproductive Health,Folic acid supplementation,38.0,%,Crude Prevalence,,33.2,43.0,Race/Ethnicity,"White, non-Hispanic"
2020,2020,MO,Reproductive Health,Postpartum checkup,91.7,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",78.9,97.0,Race/Ethnicity,Hispanic
2014,2014,TN,Reproductive Health,Postpartum checkup,90.0,%,Crude Prevalence,,86.9,92.5,Overall,Overall
2014,2014,IL,Reproductive Health,Postpartum checkup,93.0,%,Crude Prevalence,,91.3,94.3,Overall,Overall
2018,2018,MO,Reproductive Health,Postpartum checkup,87.2,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",69.5,95.3,Race/Ethnicity,Hispanic
2013,2013,OR,Reproductive Health,Postpartum checkup,91.5,%,Crude Prevalence,,89.4,93.3,Overall,Overall
2020,2020,AZ,Reproductive Health,Postpartum checkup,89.7,%,Crude Prevalence,,85.6,92.8,Race/Ethnicity,"White, non-Hispanic"
2014,2014,DE,Reproductive Health,Postpartum checkup,88.3,%,Crude Prevalence,,81.4,92.8,Race/Ethnicity,Hispanic
2017,2017,CT,Reproductive Health,Postpartum checkup,95.8,%,Crude Prevalence,,88.5,98.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,RI,Reproductive Health,Postpartum checkup,90.6,%,Crude Prevalence,,78.3,96.3,Race/Ethnicity,Asian or Pacific Islander
2013,2013,DE,Reproductive Health,Postpartum checkup,89.0,%,Crude Prevalence,,86.8,90.8,Overall,Overall
2019,2019,MN,Reproductive Health,Postpartum checkup,93.5,%,Crude Prevalence,,91.3,95.1,Overall,Overall
2019,2019,AK,Reproductive Health,Folic acid supplementation,32.4,%,Crude Prevalence,,20.7,46.8,Race/Ethnicity,Hispanic
2015,2015,HI,Reproductive Health,Postpartum checkup,86.0,%,Crude Prevalence,,77.7,91.5,Race/Ethnicity,Hispanic
2011,2011,CO,Reproductive Health,Folic acid supplementation,35.0,%,Crude Prevalence,,32.0,38.1,Overall,Overall
2015,2015,NJ,Reproductive Health,Postpartum checkup,88.0,%,Crude Prevalence,,85.9,89.8,Overall,Overall
2012,2012,NJ,Reproductive Health,Postpartum checkup,92.2,%,Crude Prevalence,,88.7,94.7,Race/Ethnicity,"White, non-Hispanic"
2012,2012,NY,Reproductive Health,Postpartum checkup,95.6,%,Crude Prevalence,,91.3,97.8,Race/Ethnicity,Asian or Pacific Islander
2013,2013,WY,Reproductive Health,Postpartum checkup,77.1,%,Crude Prevalence,,70.4,82.7,Race/Ethnicity,American Indian or Alaska Native
2013,2013,MI,Reproductive Health,Postpartum checkup,93.2,%,Crude Prevalence,,90.8,95.0,Race/Ethnicity,"White, non-Hispanic"
2019,2019,DE,Reproductive Health,Postpartum checkup,90.4,%,Crude Prevalence,,84.3,94.3,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NE,Reproductive Health,Postpartum checkup,89.8,%,Crude Prevalence,,85.7,92.9,Race/Ethnicity,Asian or Pacific Islander
2016,2016,NY,Reproductive Health,Postpartum checkup,90.0,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",65.0,97.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,NE,Reproductive Health,Postpartum checkup,88.4,%,Crude Prevalence,,78.5,94.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,MA,Reproductive Health,Postpartum checkup,85.8,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",55.8,96.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,OK,Reproductive Health,Postpartum checkup,87.3,%,Crude Prevalence,,84.6,89.7,Overall,Overall
2020,2020,CT,Reproductive Health,Postpartum checkup,92.2,%,Crude Prevalence,,90.4,93.7,Overall,Overall
2012,2012,WA,Reproductive Health,Postpartum checkup,94.6,%,Crude Prevalence,,90.0,97.2,Race/Ethnicity,Asian or Pacific Islander
2016,2016,MA,Reproductive Health,Postpartum checkup,95.3,%,Crude Prevalence,,92.2,97.3,Race/Ethnicity,"White, non-Hispanic"
2016,2016,PA,Reproductive Health,Postpartum checkup,92.4,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",68.3,98.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,SD,Reproductive Health,Postpartum checkup,68.2,%,Crude Prevalence,,62.0,73.9,Race/Ethnicity,American Indian or Alaska Native
2015,2015,MO,Reproductive Health,Postpartum checkup,88.4,%,Crude Prevalence,,86.0,90.4,Overall,Overall
2013,2013,AK,Reproductive Health,Postpartum checkup,92.0,%,Crude Prevalence,,89.0,94.3,Race/Ethnicity,"White, non-Hispanic"
2016,2016,AK,Reproductive Health,Folic acid supplementation,31.7,%,Crude Prevalence,,28.4,35.1,Overall,Overall
2014,2014,MO,Reproductive Health,Postpartum checkup,88.5,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",65.6,96.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,TX,Reproductive Health,Postpartum checkup,86.6,%,Crude Prevalence,,84.5,88.5,Overall,Overall
2015,2015,US,Reproductive Health,Postpartum checkup,92.2,%,Crude Prevalence,,91.6,92.8,Race/Ethnicity,"White, non-Hispanic"
2013,2013,AR,Reproductive Health,Folic acid supplementation,28.0,%,Crude Prevalence,,23.0,33.6,Race/Ethnicity,"White, non-Hispanic"
2017,2017,MD,Reproductive Health,Postpartum checkup,88.5,%,Crude Prevalence,,82.9,92.4,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,MN,Reproductive Health,Postpartum checkup,85.9,%,Crude Prevalence,,81.5,89.4,Overall,Overall
2013,2013,MN,Reproductive Health,Postpartum checkup,91.7,%,Crude Prevalence,,89.7,93.4,Overall,Overall
2019,2019,WA,Reproductive Health,Postpartum checkup,82.6,%,Crude Prevalence,,68.1,91.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,AK,Reproductive Health,Folic acid supplementation,30.5,%,Crude Prevalence,,27.5,33.7,Overall,Overall
2013,2013,MD,Reproductive Health,Postpartum checkup,84.7,%,Crude Prevalence,,79.7,88.7,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,UT,Reproductive Health,Postpartum checkup,92.3,%,Crude Prevalence,,90.1,94.0,Race/Ethnicity,"White, non-Hispanic"
2017,2017,CO,Reproductive Health,Postpartum checkup,95.4,%,Crude Prevalence,,93.7,96.7,Race/Ethnicity,"White, non-Hispanic"
2015,2015,IA,Reproductive Health,Postpartum checkup,89.4,%,Crude Prevalence,,86.2,91.9,Race/Ethnicity,Hispanic
2019,2019,NE,Reproductive Health,Postpartum checkup,93.0,%,Crude Prevalence,,88.1,95.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,MA,Reproductive Health,Postpartum checkup,82.8,%,Crude Prevalence,,78.1,86.6,Race/Ethnicity,Hispanic
2017,2017,DE,Reproductive Health,Postpartum checkup,86.9,%,Crude Prevalence,,84.3,89.1,Overall,Overall
2018,2018,NY,Reproductive Health,Postpartum checkup,84.6,%,Crude Prevalence,,78.5,89.2,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,WI,Reproductive Health,Postpartum checkup,91.2,%,Crude Prevalence,,88.4,93.3,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,OH,Reproductive Health,Postpartum checkup,87.7,%,Crude Prevalence,,81.0,92.2,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,AZ,Reproductive Health,Folic acid supplementation,33.5,%,Crude Prevalence,,28.5,38.8,Race/Ethnicity,Hispanic
2012,2012,NM,Reproductive Health,Postpartum checkup,83.7,%,Crude Prevalence,,81.0,86.1,Overall,Overall
2018,2018,GA,Reproductive Health,Postpartum checkup,89.8,%,Crude Prevalence,,86.8,92.2,Overall,Overall
2020,2020,MT,Reproductive Health,Postpartum checkup,89.8,%,Crude Prevalence,,87.1,91.9,Overall,Overall
2017,2017,WY,Reproductive Health,Postpartum checkup,77.0,%,Crude Prevalence,,66.9,84.8,Race/Ethnicity,American Indian or Alaska Native
2013,2013,WY,Reproductive Health,Postpartum checkup,88.5,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",76.0,94.9,Race/Ethnicity,Hispanic
2018,2018,AL,Reproductive Health,Folic acid supplementation,33.0,%,Crude Prevalence,,28.8,37.5,Race/Ethnicity,"White, non-Hispanic"
2018,2018,AL,Reproductive Health,Postpartum checkup,94.3,%,Crude Prevalence,,92.3,95.8,Overall,Overall
2014,2014,AL,Reproductive Health,Folic acid supplementation,20.6,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",12.1,32.8,Race/Ethnicity,Hispanic
2019,2019,MS,Reproductive Health,Postpartum checkup,87.3,%,Crude Prevalence,,83.6,90.2,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,HI,Reproductive Health,Postpartum checkup,92.9,%,Crude Prevalence,,88.2,95.8,Race/Ethnicity,Asian or Pacific Islander
2019,2019,SD,Reproductive Health,Postpartum checkup,85.8,%,Crude Prevalence,,76.7,91.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,MD,Reproductive Health,Postpartum checkup,90.3,%,Crude Prevalence,,87.7,92.4,Overall,Overall
2018,2018,AR,Reproductive Health,Postpartum checkup,90.2,%,Crude Prevalence,,79.1,95.7,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,HI,Reproductive Health,Postpartum checkup,87.4,%,Crude Prevalence,,82.1,91.3,Race/Ethnicity,Asian or Pacific Islander
2020,2020,KS,Reproductive Health,Postpartum checkup,91.5,%,Crude Prevalence,,88.9,93.6,Race/Ethnicity,"White, non-Hispanic"
2019,2019,MI,Reproductive Health,Postpartum checkup,88.7,%,Crude Prevalence,,86.5,90.5,Overall,Overall
2017,2017,DE,Reproductive Health,Postpartum checkup,93.2,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",79.9,97.9,Race/Ethnicity,Asian or Pacific Islander
2015,2015,TX,Reproductive Health,Postpartum checkup,90.4,%,Crude Prevalence,,86.8,93.0,Race/Ethnicity,"White, non-Hispanic"
2015,2015,CO,Reproductive Health,Folic acid supplementation,16.1,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",6.1,36.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,MI,Reproductive Health,Postpartum checkup,94.8,%,Crude Prevalence,,92.7,96.3,Race/Ethnicity,"White, non-Hispanic"
2020,2020,FL,Reproductive Health,Postpartum checkup,89.3,%,Crude Prevalence,,86.8,91.5,Overall,Overall
2016,2016,CO,Reproductive Health,Folic acid supplementation,47.4,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",29.6,65.8,Race/Ethnicity,Asian or Pacific Islander
2016,2016,WA,Reproductive Health,Postpartum checkup,88.6,%,Crude Prevalence,,82.8,92.6,Race/Ethnicity,Asian or Pacific Islander
2019,2019,MT,Reproductive Health,Postpartum checkup,90.3,%,Crude Prevalence,,88.0,92.2,Overall,Overall
2018,2018,NM,Reproductive Health,Postpartum checkup,91.4,%,Crude Prevalence,,88.2,93.9,Race/Ethnicity,"White, non-Hispanic"
2019,2019,AR,Reproductive Health,Postpartum checkup,84.8,%,Crude Prevalence,,75.0,91.1,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,NJ,Reproductive Health,Postpartum checkup,94.0,%,Crude Prevalence,,91.3,95.9,Race/Ethnicity,"White, non-Hispanic"
2014,2014,IA,Reproductive Health,Postpartum checkup,92.0,%,Crude Prevalence,,89.3,94.1,Overall,Overall
2016,2016,WY,Reproductive Health,Postpartum checkup,91.3,%,Crude Prevalence,,80.9,96.3,Race/Ethnicity,Hispanic
2018,2018,RI,Reproductive Health,Postpartum checkup,95.5,%,Crude Prevalence,,93.7,96.7,Overall,Overall
2020,2020,MO,Reproductive Health,Postpartum checkup,85.1,%,Crude Prevalence,,82.3,87.5,Overall,Overall
2012,2012,MN,Reproductive Health,Postpartum checkup,92.3,%,Crude Prevalence,,89.8,94.3,Race/Ethnicity,"White, non-Hispanic"
2014,2014,PA,Reproductive Health,Postpartum checkup,83.1,%,Crude Prevalence,,71.9,90.4,Race/Ethnicity,Hispanic
2013,2013,MN,Reproductive Health,Postpartum checkup,82.5,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",67.1,91.6,Race/Ethnicity,Asian or Pacific Islander
2012,2012,WV,Reproductive Health,Postpartum checkup,87.9,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",69.9,95.8,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,LA,Reproductive Health,Postpartum checkup,91.4,%,Crude Prevalence,,88.2,93.8,Race/Ethnicity,"White, non-Hispanic"
2015,2015,AK,Reproductive Health,Postpartum checkup,85.5,%,Crude Prevalence,,77.1,91.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,GA,Reproductive Health,Postpartum checkup,78.3,%,Crude Prevalence,,67.2,86.4,Race/Ethnicity,Hispanic
2014,2014,NH,Reproductive Health,Postpartum checkup,93.3,%,Crude Prevalence,,90.2,95.4,Race/Ethnicity,"White, non-Hispanic"
2016,2016,US,Reproductive Health,Postpartum checkup,86.4,%,Crude Prevalence,,84.6,88.0,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,VA,Reproductive Health,Postpartum checkup,87.4,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",67.5,95.9,Race/Ethnicity,Asian or Pacific Islander
2012,2012,WI,Reproductive Health,Postpartum checkup,83.2,%,Crude Prevalence,,71.5,90.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,TN,Reproductive Health,Postpartum checkup,85.1,%,Crude Prevalence,,74.1,91.9,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,US,Reproductive Health,Postpartum checkup,89.9,%,Crude Prevalence,US estimate/number is based on fewer than 50 states and the District of Columbia,88.0,91.6,Race/Ethnicity,Asian or Pacific Islander
2016,2016,NM,Reproductive Health,Postpartum checkup,88.2,%,Crude Prevalence,,86.2,89.9,Overall,Overall
2017,2017,IL,Reproductive Health,Postpartum checkup,87.2,%,Crude Prevalence,,80.7,91.8,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,PA,Reproductive Health,Postpartum checkup,87.2,%,Crude Prevalence,,84.8,89.2,Overall,Overall
2020,2020,OR,Reproductive Health,Postpartum checkup,90.9,%,Crude Prevalence,,87.5,93.5,Race/Ethnicity,Asian or Pacific Islander
2012,2012,WA,Reproductive Health,Postpartum checkup,90.6,%,Crude Prevalence,,87.7,92.8,Overall,Overall
2017,2017,PR,Reproductive Health,Postpartum checkup,64.3,%,Crude Prevalence,,60.4,68.0,Overall,Overall
2015,2015,MO,Reproductive Health,Postpartum checkup,74.1,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",57.4,85.8,Race/Ethnicity,Hispanic
2018,2018,LA,Reproductive Health,Postpartum checkup,88.9,%,Crude Prevalence,,86.5,91.0,Overall,Overall
2019,2019,MA,Reproductive Health,Postpartum checkup,88.9,%,Crude Prevalence,,85.4,91.6,Race/Ethnicity,Hispanic
2015,2015,AR,Reproductive Health,Postpartum checkup,79.9,%,Crude Prevalence,,66.8,88.7,Race/Ethnicity,Hispanic
2020,2020,MO,Reproductive Health,Postpartum checkup,78.4,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",59.2,90.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,CO,Reproductive Health,Postpartum checkup,92.6,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",70.0,98.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,PA,Reproductive Health,Postpartum checkup,92.4,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",77.5,97.7,Race/Ethnicity,Asian or Pacific Islander
2016,2016,WA,Reproductive Health,Postpartum checkup,91.2,%,Crude Prevalence,,89.0,93.0,Overall,Overall
2020,2020,KY,Reproductive Health,Postpartum checkup,88.1,%,Crude Prevalence,,84.1,91.2,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,MD,Reproductive Health,Postpartum checkup,97.4,%,Crude Prevalence,,86.7,99.6,Race/Ethnicity,Asian or Pacific Islander
2018,2018,CT,Reproductive Health,Postpartum checkup,94.4,%,Crude Prevalence,,92.8,95.7,Overall,Overall
2013,2013,MI,Reproductive Health,Postpartum checkup,84.8,%,Crude Prevalence,,81.9,87.3,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,NE,Reproductive Health,Postpartum checkup,84.8,%,Crude Prevalence,,76.0,90.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,IL,Reproductive Health,Postpartum checkup,95.7,%,Crude Prevalence,,88.9,98.4,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,NJ,Reproductive Health,Postpartum checkup,85.4,%,Crude Prevalence,,79.6,89.8,Race/Ethnicity,"Black, non-Hispanic"
