YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DataValueUnit,DataValueType,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2012,2012,IL,Oral Health,Preventive dental care before pregnancy,47.3,%,Crude Prevalence,,41.0,53.7,Race/Ethnicity,Hispanic
2016,2017,WI,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,80.0,%,Crude Prevalence,,74.7,84.4,Gender,Female
2012,2012,OK,Oral Health,Oral health services at Federally Qualified Health Centers,13.7,%,Crude Prevalence,,,,Overall,Overall
2012,2012,TN,Oral Health,Preventive dental care before pregnancy,56.5,%,Crude Prevalence,,51.4,61.5,Race/Ethnicity,"White, non-Hispanic"
2021,2021,TN,Oral Health,Oral health services at Federally Qualified Health Centers,7.3,%,Crude Prevalence,,,,Overall,Overall
2015,2015,PA,Oral Health,Preventive dental care before pregnancy,24.7,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",12.5,43.1,Race/Ethnicity,Asian or Pacific Islander
2018,2019,MS,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,79.7,%,Crude Prevalence,,74.9,83.7,Gender,Female
2018,2019,TX,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,80.4,%,Crude Prevalence,,74.5,85.1,Gender,Female
2015,2015,AR,Oral Health,Preventive dental care before pregnancy,54.3,%,Crude Prevalence,,48.8,59.7,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oral Health,Preventive dental care before pregnancy,37.1,%,Crude Prevalence,,27.2,48.3,Race/Ethnicity,Hispanic
2016,2016,RI,Oral Health,Preventive dental care before pregnancy,28.8,%,Crude Prevalence,,23.4,34.9,Race/Ethnicity,Hispanic
2021,2021,AL,Oral Health,Oral health services at Federally Qualified Health Centers,11.0,%,Crude Prevalence,,,,Overall,Overall
2019,2019,NM,Oral Health,Preventive dental care before pregnancy,37.0,%,Crude Prevalence,,33.1,41.0,Race/Ethnicity,Hispanic
2017,2018,FL,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,74.7,%,Crude Prevalence,,68.6,79.9,Gender,Female
2017,2018,MS,Oral Health,Dental visits among children and adolescents aged 1-17 years,81.1,%,Crude Prevalence,,77.8,84.0,Overall,Overall
2017,2017,WI,Oral Health,Preventive dental care before pregnancy,45.5,%,Crude Prevalence,,34.0,57.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,OR,Oral Health,Preventive dental care before pregnancy,29.7,%,Crude Prevalence,,24.7,35.2,Race/Ethnicity,"Black, non-Hispanic"
2017,2018,MI,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,77.7,%,Crude Prevalence,,73.7,81.2,Overall,Overall
2016,2016,CT,Oral Health,Preventive dental care before pregnancy,41.1,%,Crude Prevalence,,36.1,46.3,Race/Ethnicity,Hispanic
2017,2017,KS,Oral Health,Preventive dental care before pregnancy,44.3,%,Crude Prevalence,,40.3,48.3,Overall,Overall
2017,2018,OK,Oral Health,Dental visits among children and adolescents aged 1-17 years,77.0,%,Crude Prevalence,,73.2,80.5,Overall,Overall
2019,2020,CO,Oral Health,Dental visits among children and adolescents aged 1-17 years,85.4,%,Crude Prevalence,,81.2,88.8,Gender,Male
2012,2012,SD,Oral Health,Oral health services at Federally Qualified Health Centers,21.1,%,Crude Prevalence,,,,Overall,Overall
2019,2019,RI,Oral Health,Preventive dental care before pregnancy,46.7,%,Crude Prevalence,,43.3,50.3,Overall,Overall
2016,2017,GA,Oral Health,Dental visits among children and adolescents aged 1-17 years,84.8,%,Crude Prevalence,,80.4,88.3,Gender,Male
2019,2019,TN,Oral Health,Preventive dental care before pregnancy,32.4,%,Crude Prevalence,,27.6,37.6,Overall,Overall
2020,2020,OR,Oral Health,Preventive dental care before pregnancy,31.4,%,Crude Prevalence,,27.3,35.8,Race/Ethnicity,Hispanic
2017,2018,MA,Oral Health,Dental visits among children and adolescents aged 1-17 years,86.8,%,Crude Prevalence,,81.4,90.8,Gender,Female
2012,2012,VT,Oral Health,Oral health services at Federally Qualified Health Centers,19.7,%,Crude Prevalence,,,,Overall,Overall
2018,2019,OK,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,79.2,%,Crude Prevalence,,74.1,83.5,Gender,Female
2019,2020,FL,Oral Health,Dental visits among children and adolescents aged 1-17 years,74.6,%,Crude Prevalence,,71.0,78.0,Overall,Overall
2018,2019,NJ,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,84.9,%,Crude Prevalence,,81.9,87.5,Overall,Overall
2018,2018,NE,Oral Health,Preventive dental care before pregnancy,43.6,%,Crude Prevalence,,31.8,56.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2020,TN,Oral Health,Dental visits among children and adolescents aged 1-17 years,79.1,%,Crude Prevalence,,74.0,83.4,Gender,Female
2017,2017,NY,Oral Health,Preventive dental care before pregnancy,32.4,%,Crude Prevalence,,26.1,39.4,Race/Ethnicity,Asian or Pacific Islander
2012,2012,WY,Oral Health,Population served by community water systems that receive fluoridated drinking water,43.6,%,Percent,,,,Overall,Overall
2018,2019,NM,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,78.0,%,Crude Prevalence,,72.5,82.6,Gender,Male
2014,2014,DE,Oral Health,Preventive dental care before pregnancy,45.1,%,Crude Prevalence,,38.3,52.1,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,CT,Oral Health,Preventive dental care before pregnancy,62.0,%,Crude Prevalence,,55.9,67.8,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oral Health,Preventive dental care before pregnancy,37.8,%,Crude Prevalence,,32.2,43.9,Race/Ethnicity,"White, non-Hispanic"
2018,2019,MN,Oral Health,Dental visits among children and adolescents aged 1-17 years,81.2,%,Crude Prevalence,,76.2,85.3,Gender,Female
2018,2019,ID,Oral Health,Dental visits among children and adolescents aged 1-17 years,83.8,%,Crude Prevalence,,79.7,87.2,Gender,Male
2018,2019,TN,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,73.4,%,Crude Prevalence,,68.3,78.0,Gender,Male
2017,2017,NH,Oral Health,Oral health services at Federally Qualified Health Centers,12.3,%,Crude Prevalence,,,,Overall,Overall
2019,2019,MT,Oral Health,Preventive dental care before pregnancy,46.4,%,Crude Prevalence,,42.2,50.6,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OR,Oral Health,Preventive dental care before pregnancy,32.2,%,Crude Prevalence,,25.4,39.9,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,DE,Oral Health,Preventive dental care before pregnancy,29.7,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",19.0,43.3,Race/Ethnicity,Asian or Pacific Islander
2019,2020,IA,Oral Health,Dental visits among children and adolescents aged 1-17 years,84.7,%,Crude Prevalence,,81.4,87.5,Overall,Overall
2013,2013,OK,Oral Health,Preventive dental care before pregnancy,49.1,%,Crude Prevalence,,35.2,63.2,Race/Ethnicity,American Indian or Alaska Native
2018,2019,NJ,Oral Health,Dental visits among children and adolescents aged 1-17 years,90.5,%,Crude Prevalence,,86.6,93.3,Gender,Female
2012,2012,CO,Oral Health,Preventive dental care before pregnancy,59.4,%,Crude Prevalence,,55.5,63.1,Overall,Overall
2020,2020,WI,Oral Health,Preventive dental care before pregnancy,34.3,%,Crude Prevalence,,30.1,38.7,Race/Ethnicity,American Indian or Alaska Native
2016,2016,NE,Oral Health,Preventive dental care before pregnancy,26.9,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",16.6,40.6,Race/Ethnicity,American Indian or Alaska Native
2020,2020,ID,Oral Health,Oral health services at Federally Qualified Health Centers,20.9,%,Crude Prevalence,,,,Overall,Overall
2017,2017,WI,Oral Health,Preventive dental care before pregnancy,21.9,%,Crude Prevalence,,16.5,28.5,Race/Ethnicity,Hispanic
2019,2020,NH,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,80.8,%,Crude Prevalence,,76.3,84.6,Gender,Male
2017,2018,SC,Oral Health,Dental visits among children and adolescents aged 1-17 years,82.1,%,Crude Prevalence,,76.4,86.6,Gender,Female
2017,2018,SC,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,77.5,%,Crude Prevalence,,71.8,82.3,Gender,Male
2012,2012,OH,Oral Health,Population served by community water systems that receive fluoridated drinking water,92.2,%,Percent,,,,Overall,Overall
2019,2020,SC,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,81.1,%,Crude Prevalence,,76.6,84.9,Gender,Male
2014,2014,GA,Oral Health,Oral health services at Federally Qualified Health Centers,9.3,%,Crude Prevalence,,,,Overall,Overall
2013,2013,MN,Oral Health,Oral health services at Federally Qualified Health Centers,33.6,%,Crude Prevalence,,,,Overall,Overall
2017,2018,DE,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,82.0,%,Crude Prevalence,,78.3,85.1,Overall,Overall
2019,2020,FL,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,72.2,%,Crude Prevalence,,67.0,76.9,Gender,Male
2016,2016,AL,Oral Health,Oral health services at Federally Qualified Health Centers,15.0,%,Crude Prevalence,,,,Overall,Overall
2019,2020,MT,Oral Health,Dental visits among children and adolescents aged 1-17 years,82.3,%,Crude Prevalence,,77.3,86.4,Gender,Male
2019,2020,MA,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,84.0,%,Crude Prevalence,,79.8,87.5,Gender,Male
2013,2013,AR,Oral Health,Preventive dental care before pregnancy,28.0,%,Crude Prevalence,,16.3,43.7,Race/Ethnicity,Hispanic
2019,2020,NV,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,72.0,%,Crude Prevalence,,65.9,77.3,Gender,Female
2013,2013,NJ,Oral Health,Preventive dental care before pregnancy,61.4,%,Crude Prevalence,,58.0,64.6,Overall,Overall
2017,2018,NV,Oral Health,Dental visits among children and adolescents aged 1-17 years,73.1,%,Crude Prevalence,,66.8,78.7,Gender,Male
2016,2016,AL,Oral Health,Population served by community water systems that receive fluoridated drinking water,78.0,%,Percent,,,,Overall,Overall
2017,2018,WI,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,79.4,%,Crude Prevalence,,75.5,82.8,Overall,Overall
2012,2012,PA,Oral Health,Preventive dental care before pregnancy,61.7,%,Crude Prevalence,,57.7,65.6,Overall,Overall
2012,2012,NE,Oral Health,Preventive dental care before pregnancy,49.0,%,Crude Prevalence,,38.7,59.4,Race/Ethnicity,American Indian or Alaska Native
2013,2013,CA,Oral Health,Oral health services at Federally Qualified Health Centers,18.5,%,Crude Prevalence,,,,Overall,Overall
2012,2012,CA,Oral Health,Population served by community water systems that receive fluoridated drinking water,63.7,%,Percent,Population served by CWS exceeded the US Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Complete data were not available from WFRS; state provided other information.,,,Overall,Overall
2016,2017,MO,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,70.4,%,Crude Prevalence,,66.3,74.2,Overall,Overall
2017,2017,ME,Oral Health,Preventive dental care before pregnancy,43.2,%,Crude Prevalence,,39.5,47.1,Overall,Overall
2019,2020,IN,Oral Health,Dental visits among children and adolescents aged 1-17 years,79.0,%,Crude Prevalence,,75.8,82.0,Overall,Overall
2013,2013,NJ,Oral Health,Preventive dental care before pregnancy,73.6,%,Crude Prevalence,,68.2,78.4,Race/Ethnicity,"White, non-Hispanic"
2017,2018,NY,Oral Health,Dental visits among children and adolescents aged 1-17 years,80.0,%,Crude Prevalence,,73.9,84.9,Gender,Female
2019,2020,NH,Oral Health,Dental visits among children and adolescents aged 1-17 years,82.6,%,Crude Prevalence,,78.2,86.4,Gender,Male
2015,2015,DE,Oral Health,Preventive dental care before pregnancy,60.1,%,Crude Prevalence,,55.8,64.3,Race/Ethnicity,"White, non-Hispanic"
2017,2017,US,Oral Health,Preventive dental care before pregnancy,28.8,%,Crude Prevalence,,21.4,37.6,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,MD,Oral Health,Preventive dental care before pregnancy,59.8,%,Crude Prevalence,,55.9,63.5,Overall,Overall
2018,2019,PA,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,81.2,%,Crude Prevalence,,77.5,84.5,Overall,Overall
2016,2017,KY,Oral Health,Dental visits among children and adolescents aged 1-17 years,82.2,%,Crude Prevalence,,76.9,86.5,Gender,Male
2012,2012,AK,Oral Health,Preventive dental care before pregnancy,66.8,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",50.5,79.9,Race/Ethnicity,Hispanic
2017,2018,HI,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,83.1,%,Crude Prevalence,,78.0,87.2,Gender,Male
2013,2013,MO,Oral Health,Oral health services at Federally Qualified Health Centers,35.7,%,Crude Prevalence,,,,Overall,Overall
2018,2019,WA,Oral Health,Dental visits among children and adolescents aged 1-17 years,87.8,%,Crude Prevalence,,83.2,91.2,Gender,Male
2018,2019,WY,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,80.5,%,Crude Prevalence,,77.2,83.5,Overall,Overall
2017,2017,NM,Oral Health,Oral health services at Federally Qualified Health Centers,25.3,%,Crude Prevalence,,,,Overall,Overall
2020,2020,MO,Oral Health,Preventive dental care before pregnancy,27.8,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",16.0,43.9,Race/Ethnicity,Hispanic
2020,2020,NC,Oral Health,Oral health services at Federally Qualified Health Centers,13.7,%,Crude Prevalence,,,,Overall,Overall
2017,2017,SD,Oral Health,Preventive dental care before pregnancy,36.7,%,Crude Prevalence,,27.7,46.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,US,Oral Health,Preventive dental care before pregnancy,49.5,%,Crude Prevalence,,44.4,54.6,Race/Ethnicity,American Indian or Alaska Native
2019,2020,SC,Oral Health,Dental visits among children and adolescents aged 1-17 years,83.6,%,Crude Prevalence,,79.3,87.2,Gender,Male
2016,2017,OH,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,75.7,%,Crude Prevalence,,71.8,79.2,Overall,Overall
2020,2020,AR,Oral Health,Preventive dental care before pregnancy,38.9,%,Crude Prevalence,,33.0,45.2,Race/Ethnicity,"White, non-Hispanic"
2017,2018,MI,Oral Health,Dental visits among children and adolescents aged 1-17 years,80.9,%,Crude Prevalence,,75.7,85.2,Gender,Male
2016,2016,NY,Oral Health,Preventive dental care before pregnancy,60.5,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",38.3,79.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,IL,Oral Health,Preventive dental care before pregnancy,31.3,%,Crude Prevalence,,21.8,42.8,Race/Ethnicity,Asian or Pacific Islander
2016,2017,CT,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,86.9,%,Crude Prevalence,,84.3,89.2,Overall,Overall
2014,2014,NM,Oral Health,Preventive dental care before pregnancy,60.1,%,Crude Prevalence,,55.1,64.8,Race/Ethnicity,"White, non-Hispanic"
2019,2019,VA,Oral Health,Preventive dental care before pregnancy,23.6,%,Crude Prevalence,,14.2,36.5,Race/Ethnicity,Hispanic
2020,2020,NY,Oral Health,Preventive dental care before pregnancy,36.7,%,Crude Prevalence,,33.6,39.9,Overall,Overall
2013,2013,DE,Oral Health,Preventive dental care before pregnancy,51.2,%,Crude Prevalence,,48.0,54.4,Overall,Overall
2015,2015,MI,Oral Health,Preventive dental care before pregnancy,38.8,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",22.2,58.5,Race/Ethnicity,Asian or Pacific Islander
2019,2019,CO,Oral Health,Preventive dental care before pregnancy,41.6,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",25.2,60.1,Race/Ethnicity,Asian or Pacific Islander
2014,2014,PR,Oral Health,Oral health services at Federally Qualified Health Centers,12.2,%,Crude Prevalence,,,,Overall,Overall
2021,2021,KY,Oral Health,Oral health services at Federally Qualified Health Centers,12.8,%,Crude Prevalence,,,,Overall,Overall
2016,2016,WA,Oral Health,Population served by community water systems that receive fluoridated drinking water,63.9,%,Percent,,,,Overall,Overall
2014,2014,CT,Oral Health,Preventive dental care before pregnancy,67.9,%,Crude Prevalence,,62.5,73.0,Race/Ethnicity,"Black, non-Hispanic"
2016,2017,WA,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,85.9,%,Crude Prevalence,,82.8,88.5,Overall,Overall
2013,2013,NE,Oral Health,Preventive dental care before pregnancy,65.6,%,Crude Prevalence,,61.9,69.1,Race/Ethnicity,"White, non-Hispanic"
2018,2019,WY,Oral Health,Dental visits among children and adolescents aged 1-17 years,84.0,%,Crude Prevalence,,79.3,87.9,Gender,Female
2012,2012,GU,Oral Health,Oral health services at Federally Qualified Health Centers,0.0,%,Crude Prevalence,,,,Overall,Overall
2012,2012,IL,Oral Health,Preventive dental care before pregnancy,40.7,%,Crude Prevalence,,29.3,53.1,Race/Ethnicity,Asian or Pacific Islander
2016,2017,NE,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,82.7,%,Crude Prevalence,,77.1,87.2,Gender,Female
2014,2014,HI,Oral Health,Preventive dental care before pregnancy,55.9,%,Crude Prevalence,,45.9,65.4,Race/Ethnicity,Hispanic
2018,2018,ND,Oral Health,Preventive dental care before pregnancy,47.1,%,Crude Prevalence,,43.2,51.1,Overall,Overall
2014,2014,NY,Oral Health,Oral health services at Federally Qualified Health Centers,23.3,%,Crude Prevalence,,,,Overall,Overall
2016,2017,ID,Oral Health,Preventive dental visits among children and adolescents aged 1-17 years,82.7,%,Crude Prevalence,,79.7,85.3,Overall,Overall
2012,2012,MN,Oral Health,Preventive dental care before pregnancy,67.4,%,Crude Prevalence,,63.3,71.1,Race/Ethnicity,"White, non-Hispanic"
2018,2018,MO,Oral Health,Preventive dental care before pregnancy,36.1,%,Crude Prevalence,"Less than 60 respondents, interpret with caution",20.8,54.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2017,KS,Oral Health,Dental visits among children and adolescents aged 1-17 years,80.7,%,Crude Prevalence,,76.8,84.0,Overall,Overall
