YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DataValueUnit,DataValueType,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2017,2017,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.33,"cases per 1,000",Crude Rate,,5.0,5.66,Gender,Male
2020,2020,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,13.6,"cases per 1,000",Crude Rate,,13.24,13.97,Race/Ethnicity,"White, non-Hispanic"
2012,2012,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.63,"cases per 1,000",Crude Rate,,3.13,4.13,Gender,Male
2011,2011,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.39,"cases per 1,000",Crude Rate,,3.08,5.7,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,14.31,"cases per 1,000",Age-adjusted Rate,,11.81,16.8,Race/Ethnicity,Hispanic
2018,2018,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.35,"cases per 1,000",Age-adjusted Rate,,7.97,10.74,Race/Ethnicity,American Indian or Alaska Native
2017,2017,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.04,"cases per 1,000",Crude Rate,,8.76,9.32,Overall,Overall
2010,2010,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.23,"cases per 1,000",Age-adjusted Rate,,4.44,8.02,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,2.3,"cases per 1,000",Crude Rate,,1.76,2.85,Gender,Male
2015,2015,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.64,"cases per 1,000",Crude Rate,,4.85,6.43,Gender,Female
2017,2017,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.54,"cases per 1,000",Age-adjusted Rate,,4.83,6.24,Race/Ethnicity,"White, non-Hispanic"
2013,2013,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.39,"cases per 1,000",Age-adjusted Rate,,5.04,5.75,Gender,Male
2012,2012,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.15,"cases per 1,000",Crude Rate,,5.68,6.61,Race/Ethnicity,"White, non-Hispanic"
2018,2018,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.42,"cases per 1,000",Crude Rate,,11.28,11.56,Overall,Overall
2010,2010,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,157.0,,Number,,,,Gender,Female
2019,2019,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,12.84,"cases per 1,000",Age-adjusted Rate,,12.33,13.35,Gender,Female
2012,2012,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.38,"cases per 1,000",Age-adjusted Rate,,5.95,6.8,Race/Ethnicity,Hispanic
2018,2018,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.59,"cases per 1,000",Crude Rate,,9.29,9.88,Race/Ethnicity,"White, non-Hispanic"
2013,2013,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.02,"cases per 1,000",Crude Rate,,4.49,7.55,Race/Ethnicity,American Indian or Alaska Native
2012,2012,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.27,"cases per 1,000",Crude Rate,,3.88,6.66,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,967.0,,Number,,,,Gender,Male
2015,2015,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.1,"cases per 1,000",Crude Rate,,9.24,12.95,Race/Ethnicity,Hispanic
2011,2011,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.92,"cases per 1,000",Age-adjusted Rate,,4.51,5.32,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.34,"cases per 1,000",Age-adjusted Rate,,3.86,4.82,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.67,"cases per 1,000",Crude Rate,,6.39,6.94,Gender,Male
2014,2014,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,165.0,,Number,,,,Gender,Female
2020,2020,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.87,"cases per 1,000",Crude Rate,,5.8,7.95,Race/Ethnicity,Asian or Pacific Islander
2015,2015,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7194.0,,Number,,,,Gender,Male
2016,2016,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.23,"cases per 1,000",Crude Rate,,5.91,6.54,Gender,Male
2013,2013,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.43,"cases per 1,000",Crude Rate,,8.18,8.67,Overall,Overall
2014,2014,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.57,"cases per 1,000",Crude Rate,,6.69,8.45,Race/Ethnicity,"White, non-Hispanic"
2011,2011,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3342.0,,Number,,,,Overall,Overall
2017,2017,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,85.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.74,"cases per 1,000",Age-adjusted Rate,,8.05,9.43,Gender,Female
2010,2010,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.86,"cases per 1,000",Crude Rate,,7.12,8.6,Gender,Female
2017,2017,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.46,"cases per 1,000",Crude Rate,,9.16,9.76,Race/Ethnicity,"White, non-Hispanic"
2014,2014,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,213.0,,Number,,,,Gender,Male
2012,2012,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.06,"cases per 1,000",Crude Rate,,2.75,5.36,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.8,"cases per 1,000",Age-adjusted Rate,,11.5,12.1,Overall,Overall
2017,2017,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,809.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.52,"cases per 1,000",Crude Rate,,10.26,10.78,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,2981.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2014,2014,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.46,"cases per 1,000",Age-adjusted Rate,,6.97,7.95,Overall,Overall
2018,2018,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.19,"cases per 1,000",Crude Rate,,8.56,11.82,Race/Ethnicity,Hispanic
2019,2019,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,93.0,,Number,,,,Gender,Male
2020,2020,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,14.5,"cases per 1,000",Crude Rate,,13.98,15.02,Gender,Female
2013,2013,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,15742.0,,Number,,,,Gender,Female
2018,2018,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.01,"cases per 1,000",Crude Rate,,2.23,3.8,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,2.72,"cases per 1,000",Crude Rate,,1.88,3.56,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.71,"cases per 1,000",Age-adjusted Rate,,9.43,9.98,Overall,Overall
2017,2017,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.79,"cases per 1,000",Age-adjusted Rate,,6.3,7.28,Race/Ethnicity,"White, non-Hispanic"
2018,2018,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,22766.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2019,2019,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.75,"cases per 1,000",Crude Rate,,4.21,5.29,Overall,Overall
2013,2013,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.49,"cases per 1,000",Crude Rate,,11.02,11.96,Gender,Female
2014,2014,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,202.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2013,2013,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3071.0,,Number,,,,Overall,Overall
2020,2020,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.55,"cases per 1,000",Age-adjusted Rate,,5.94,9.17,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.71,"cases per 1,000",Age-adjusted Rate,,5.15,6.26,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.63,"cases per 1,000",Age-adjusted Rate,,4.12,5.14,Overall,Overall
2011,2011,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5208.0,,Number,,,,Overall,Overall
2020,2020,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,54.0,,Number,,,,Race/Ethnicity,Hispanic
2015,2015,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,69.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.21,"cases per 1,000",Crude Rate,,4.21,8.2,Race/Ethnicity,Asian or Pacific Islander
2017,2017,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.39,"cases per 1,000",Age-adjusted Rate,,2.46,4.32,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,161.0,,Number,,,,Race/Ethnicity,American Indian or Alaska Native
2017,2017,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7541.0,,Number,,,,Gender,Male
2015,2015,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4449.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2012,2012,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.59,"cases per 1,000",Crude Rate,,10.17,11.02,Gender,Female
2017,2017,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.9,"cases per 1,000",Crude Rate,,4.9,6.89,Race/Ethnicity,"White, non-Hispanic"
2019,2019,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,81.0,,Number,,,,Race/Ethnicity,Hispanic
2019,2019,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.22,"cases per 1,000",Age-adjusted Rate,,7.9,8.54,Gender,Male
2014,2014,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.49,"cases per 1,000",Age-adjusted Rate,,2.53,4.46,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.5,"cases per 1,000",Crude Rate,,4.99,10.01,Race/Ethnicity,Hispanic
2011,2011,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.23,"cases per 1,000",Age-adjusted Rate,,9.97,10.49,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.17,"cases per 1,000",Crude Rate,,5.28,7.07,Gender,Female
2017,2017,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,23074.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2011,2011,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.56,"cases per 1,000",Crude Rate,,4.0,5.12,Overall,Overall
2020,2020,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,900.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.51,"cases per 1,000",Crude Rate,,10.21,10.81,Gender,Female
2017,2017,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.49,"cases per 1,000",Age-adjusted Rate,,4.81,6.16,Gender,Male
2015,2015,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.17,"cases per 1,000",Crude Rate,,3.44,4.91,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.46,"cases per 1,000",Crude Rate,,3.13,7.79,Race/Ethnicity,Asian or Pacific Islander
2017,2017,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3610.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2013,2013,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6493.0,,Number,,,,Overall,Overall
2010,2010,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,2262.0,,Number,,,,Gender,Female
2016,2016,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,25.0,,Number,,,,Race/Ethnicity,Asian or Pacific Islander
2016,2016,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.53,"cases per 1,000",Crude Rate,,6.07,6.99,Race/Ethnicity,"White, non-Hispanic"
2012,2012,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,510.0,,Number,,,,Gender,Female
2018,2018,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,25.0,,Number,,,,Race/Ethnicity,Hispanic
2016,2016,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.84,"cases per 1,000",Crude Rate,,5.06,6.62,Gender,Female
2016,2016,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.5,"cases per 1,000",Age-adjusted Rate,,7.34,7.67,Gender,Male
2012,2012,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3146.0,,Number,,,,Overall,Overall
2014,2014,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.26,"cases per 1,000",Crude Rate,,4.92,5.6,Gender,Male
2015,2015,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.57,"cases per 1,000",Crude Rate,,5.16,5.99,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.61,"cases per 1,000",Age-adjusted Rate,,10.3,10.92,Race/Ethnicity,"White, non-Hispanic"
2018,2018,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,89.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,280.0,,Number,,,,Overall,Overall
2019,2019,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.76,"cases per 1,000",Crude Rate,,11.5,12.02,Race/Ethnicity,"White, non-Hispanic"
2012,2012,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.0,"cases per 1,000",Age-adjusted Rate,,2.28,3.72,Gender,Male
2013,2013,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.47,"cases per 1,000",Age-adjusted Rate,,4.81,6.13,Overall,Overall
2014,2014,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.41,"cases per 1,000",Crude Rate,,7.07,9.74,Race/Ethnicity,American Indian or Alaska Native
2019,2019,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.6,"cases per 1,000",Crude Rate,,9.02,12.19,Race/Ethnicity,Hispanic
2015,2015,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,382.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,245.0,,Number,,,,Gender,Female
2017,2017,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.43,"cases per 1,000",Age-adjusted Rate,,4.52,6.35,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.12,"cases per 1,000",Crude Rate,,10.81,11.43,Gender,Female
2014,2014,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.68,"cases per 1,000",Age-adjusted Rate,,8.38,8.99,Race/Ethnicity,"White, non-Hispanic"
2015,2015,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.66,"cases per 1,000",Age-adjusted Rate,,2.87,4.45,Gender,Male
2015,2015,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5197.0,,Number,,,,Gender,Female
2017,2017,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,37.0,,Number,,,,Race/Ethnicity,Asian or Pacific Islander
2011,2011,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.59,"cases per 1,000",Age-adjusted Rate,,3.98,5.19,Gender,Male
2012,2012,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3395.0,,Number,,,,Gender,Female
2020,2020,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.56,"cases per 1,000",Age-adjusted Rate,,6.17,6.96,Gender,Male
2019,2019,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,651.0,,Number,,,,Gender,Female
2010,2010,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.23,"cases per 1,000",Crude Rate,,3.88,4.58,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,2979.0,,Number,,,,Overall,Overall
2017,2017,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,180.0,,Number,,,,Gender,Female
2020,2020,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.47,"cases per 1,000",Crude Rate,,6.04,6.9,Overall,Overall
2010,2010,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,12.53,"cases per 1,000",Crude Rate,,12.32,12.73,Gender,Female
2017,2017,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,1491.0,,Number,,,,Gender,Male
2016,2016,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.45,"cases per 1,000",Age-adjusted Rate,,5.21,7.7,Race/Ethnicity,Asian or Pacific Islander
2020,2020,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.06,"cases per 1,000",Crude Rate,,4.32,5.8,Gender,Female
2013,2013,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,118.0,,Number,,,,Race/Ethnicity,Hispanic
2015,2015,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,12.25,"cases per 1,000",Age-adjusted Rate,,11.43,13.08,Race/Ethnicity,Hispanic
2011,2011,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6404.0,,Number,,,,Gender,Male
2018,2018,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.08,"cases per 1,000",Crude Rate,,5.68,6.47,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.47,"cases per 1,000",Crude Rate,,5.34,5.6,Gender,Male
2019,2019,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5609.0,,Number,,,,Overall,Overall
2019,2019,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.02,"cases per 1,000",Crude Rate,,7.64,8.4,Gender,Male
2016,2016,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,12.85,"cases per 1,000",Age-adjusted Rate,,12.44,13.25,Gender,Female
2010,2010,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.79,"cases per 1,000",Crude Rate,,5.41,6.17,Gender,Male
2020,2020,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.42,"cases per 1,000",Age-adjusted Rate,,7.94,8.9,Race/Ethnicity,Hispanic
2011,2011,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.66,"cases per 1,000",Age-adjusted Rate,,9.39,9.94,Overall,Overall
2017,2017,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,21.0,,Number,,,,Race/Ethnicity,Asian or Pacific Islander
2020,2020,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.46,"cases per 1,000",Age-adjusted Rate,,8.14,8.79,Gender,Male
2017,2017,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.3,"cases per 1,000",Crude Rate,,6.05,6.55,Gender,Male
2011,2011,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,876.0,,Number,,,,Gender,Male
2015,2015,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,2053.0,,Number,,,,Gender,Female
2017,2017,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.59,"cases per 1,000",Age-adjusted Rate,,6.12,7.07,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3778.0,,Number,,,,Overall,Overall
2018,2018,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.54,"cases per 1,000",Age-adjusted Rate,,8.35,8.73,Gender,Male
2014,2014,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.28,"cases per 1,000",Age-adjusted Rate,,4.86,5.7,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.22,"cases per 1,000",Crude Rate,,2.07,4.37,Race/Ethnicity,Asian or Pacific Islander
