YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DataValueUnit,DataValueType,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2018,2018,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.5,%,Age-adjusted Prevalence,,31.6,37.6,Race/Ethnicity,"White, non-Hispanic"
2016,2016,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.2,%,Crude Prevalence,,31.2,37.2,Overall,Overall
2012,2012,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.4,%,Age-adjusted Prevalence,,29.9,39.3,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,37.0,%,Age-adjusted Prevalence,,31.8,42.5,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,33.1,%,Crude Prevalence,,29.2,37.2,Gender,Male
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,39.0,%,Crude Prevalence,,33.7,44.7,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,36.7,%,Age-adjusted Prevalence,,33.0,40.4,Gender,Female
2015,2015,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.4,%,Crude Prevalence,,31.0,37.9,Gender,Male
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,35.9,%,Crude Prevalence,,22.5,52.0,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,33.8,%,Crude Prevalence,,31.3,36.4,Overall,Overall
2015,2015,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,35.8,%,Age-adjusted Prevalence,,32.9,39.0,Race/Ethnicity,"White, non-Hispanic"
2016,2016,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.1,%,Age-adjusted Prevalence,,30.4,38.1,Gender,Male
2011,2011,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,31.1,%,Age-adjusted Prevalence,,27.9,34.6,Gender,Male
2013,2013,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,33.8,%,Age-adjusted Prevalence,,31.0,36.8,Gender,Male
2019,2019,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.8,%,Crude Prevalence,,31.0,38.8,Gender,Male
2011,2011,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,41.9,%,Crude Prevalence,,35.9,48.3,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,48.0,%,Crude Prevalence,,35.4,60.8,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,35.1,%,Crude Prevalence,,29.9,40.7,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,20.5,%,Crude Prevalence,,12.8,31.1,Race/Ethnicity,Hispanic
2016,2016,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.7,%,Age-adjusted Prevalence,,30.6,39.1,Gender,Female
2018,2018,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,31.3,%,Age-adjusted Prevalence,,28.1,34.8,Gender,Male
2014,2014,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,27.5,%,Crude Prevalence,,19.2,37.8,Race/Ethnicity,Hispanic
2019,2019,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,38.3,%,Age-adjusted Prevalence,,35.1,41.6,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,32.3,%,Age-adjusted Prevalence,,29.7,35.0,Gender,Female
2016,2016,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,38.7,%,Age-adjusted Prevalence,,31.9,45.9,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,43.6,%,Crude Prevalence,,39.9,47.4,Gender,Female
2014,2014,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,37.0,%,Age-adjusted Prevalence,,34.4,39.7,Gender,Female
2020,2020,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,37.5,%,Age-adjusted Prevalence,,31.8,43.6,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,35.6,%,Crude Prevalence,,28.8,43.2,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,38.4,%,Age-adjusted Prevalence,,32.6,44.6,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,44.5,%,Crude Prevalence,,41.6,47.6,Gender,Female
2013,2013,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,49.6,%,Crude Prevalence,,34.6,64.7,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.8,%,Age-adjusted Prevalence,,31.4,38.3,Gender,Male
2011,2011,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,30.0,%,Age-adjusted Prevalence,,27.6,32.4,Race/Ethnicity,"White, non-Hispanic"
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,40.8,%,Age-adjusted Prevalence,,38.3,43.2,Race/Ethnicity,"White, non-Hispanic"
2017,2017,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,38.2,%,Crude Prevalence,,30.0,47.1,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.6,%,Age-adjusted Prevalence,,32.3,37.0,Race/Ethnicity,"White, non-Hispanic"
2014,2014,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.4,%,Crude Prevalence,,32.5,36.4,Overall,Overall
2020,2020,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,39.6,%,Crude Prevalence,,37.0,42.1,Overall,Overall
2017,2017,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,32.4,%,Age-adjusted Prevalence,,29.5,35.6,Race/Ethnicity,"White, non-Hispanic"
2015,2015,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.5,%,Crude Prevalence,,27.9,41.8,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,48.4,%,Age-adjusted Prevalence,,39.2,57.7,Race/Ethnicity,Hispanic
2012,2012,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,31.0,%,Crude Prevalence,,29.1,32.9,Overall,Overall
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,38.9,%,Crude Prevalence,,36.0,41.8,Gender,Male
2017,2017,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,37.9,%,Age-adjusted Prevalence,,26.3,51.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,35.6,%,Crude Prevalence,,33.0,38.2,Overall,Overall
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,46.5,%,Age-adjusted Prevalence,,34.4,58.9,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,41.6,%,Crude Prevalence,,39.7,43.6,Overall,Overall
2011,2011,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,29.9,%,Crude Prevalence,,26.7,33.4,Gender,Male
2015,2015,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,28.5,%,Age-adjusted Prevalence,,20.1,38.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,40.2,%,Age-adjusted Prevalence,,27.5,54.4,Race/Ethnicity,Hispanic
2014,2014,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,35.6,%,Crude Prevalence,,30.4,41.2,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,33.0,%,Crude Prevalence,,30.1,35.9,Gender,Male
2018,2018,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,31.0,%,Crude Prevalence,,27.7,34.5,Gender,Male
2013,2013,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,35.3,%,Age-adjusted Prevalence,,33.3,37.4,Overall,Overall
2016,2016,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,33.4,%,Crude Prevalence,,29.3,37.7,Gender,Male
2017,2017,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.6,%,Crude Prevalence,,31.8,37.6,Overall,Overall
2012,2012,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,33.0,%,Crude Prevalence,,28.5,37.8,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,33.1,%,Age-adjusted Prevalence,,30.3,36.1,Gender,Male
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,38.8,%,Crude Prevalence,,35.9,41.7,Gender,Male
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,38.9,%,Age-adjusted Prevalence,,36.0,41.8,Gender,Male
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,29.8,%,Age-adjusted Prevalence,,21.5,39.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,44.2,%,Crude Prevalence,,41.6,46.8,Gender,Female
2011,2011,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,33.3,%,Age-adjusted Prevalence,,31.1,35.6,Overall,Overall
2019,2019,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,36.3,%,Age-adjusted Prevalence,,25.0,49.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,31.5,%,Age-adjusted Prevalence,,28.8,34.4,Gender,Male
2020,2020,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,35.9,%,Crude Prevalence,,32.5,39.4,Gender,Male
2020,2020,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,43.3,%,Age-adjusted Prevalence,,39.5,47.2,Gender,Female
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,36.2,%,Age-adjusted Prevalence,,33.5,39.0,Gender,Male
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.7,%,Crude Prevalence,,31.1,38.4,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,53.1,%,Age-adjusted Prevalence,,38.3,67.3,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,37.0,%,Age-adjusted Prevalence,,34.2,39.9,Overall,Overall
2019,2019,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,37.4,%,Crude Prevalence,,34.6,40.3,Overall,Overall
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,37.1,%,Age-adjusted Prevalence,,30.2,44.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,22.8,%,Crude Prevalence,,12.5,38.0,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.6,%,Age-adjusted Prevalence,,31.8,37.6,Overall,Overall
2013,2013,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.7,%,Crude Prevalence,,32.7,36.8,Overall,Overall
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,43.8,%,Age-adjusted Prevalence,,40.7,46.8,Gender,Female
2014,2014,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,32.4,%,Crude Prevalence,,29.6,35.3,Gender,Male
2015,2015,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,35.9,%,Age-adjusted Prevalence,,33.4,38.4,Overall,Overall
2020,2020,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,37.6,%,Crude Prevalence,,31.4,44.2,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,26.7,%,Age-adjusted Prevalence,,19.2,35.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,37.9,%,Crude Prevalence,,31.7,44.5,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,32.3,%,Crude Prevalence,,30.0,34.6,Overall,Overall
2016,2016,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,36.6,%,Crude Prevalence,,29.6,44.2,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,44.4,%,Crude Prevalence,,34.7,54.5,Race/Ethnicity,Hispanic
2018,2018,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,28.9,%,Age-adjusted Prevalence,,18.6,41.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,30.1,%,Crude Prevalence,,27.4,33.0,Gender,Male
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,28.7,%,Crude Prevalence,,18.3,41.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,24.8,%,Crude Prevalence,,17.0,34.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,31.9,%,Age-adjusted Prevalence,,30.0,33.9,Overall,Overall
2016,2016,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,21.6,%,Age-adjusted Prevalence,,14.3,31.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,38.2,%,Age-adjusted Prevalence,,29.3,48.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,35.0,%,Age-adjusted Prevalence,,33.1,37.0,Overall,Overall
2011,2011,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,32.5,%,Crude Prevalence,,23.3,43.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,29.0,%,Crude Prevalence,,16.7,45.3,Race/Ethnicity,Hispanic
2020,2020,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,39.1,%,Age-adjusted Prevalence,,36.6,41.6,Overall,Overall
2018,2018,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,27.2,%,Age-adjusted Prevalence,,17.7,39.4,Race/Ethnicity,Hispanic
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,33.5,%,Crude Prevalence,,26.0,41.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,31.0,%,Crude Prevalence,,19.5,45.4,Race/Ethnicity,Hispanic
2016,2016,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,20.4,%,Age-adjusted Prevalence,,11.9,32.8,Race/Ethnicity,Hispanic
2017,2017,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,36.4,%,Crude Prevalence,,32.4,40.6,Gender,Female
2019,2019,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,40.3,%,Crude Prevalence,,36.2,44.6,Gender,Female
2020,2020,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,40.7,%,Age-adjusted Prevalence,,30.7,51.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.7,%,Crude Prevalence,,31.6,37.8,Gender,Female
2018,2018,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.7,%,Crude Prevalence,,31.8,37.6,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,31.6,%,Crude Prevalence,,29.4,33.9,Race/Ethnicity,"White, non-Hispanic"
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,41.3,%,Age-adjusted Prevalence,,39.2,43.4,Overall,Overall
2012,2012,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,28.4,%,Age-adjusted Prevalence,,15.3,46.4,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.8,%,Crude Prevalence,,31.7,38.1,Race/Ethnicity,"White, non-Hispanic"
2021,2021,AL,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,40.9,%,Age-adjusted Prevalence,,38.2,43.7,Gender,Female
2020,2020,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,40.3,%,Crude Prevalence,,37.5,43.2,Race/Ethnicity,"White, non-Hispanic"
2014,2014,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,32.5,%,Age-adjusted Prevalence,,23.4,43.1,Race/Ethnicity,Hispanic
2020,2020,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,41.4,%,Age-adjusted Prevalence,,31.2,52.3,Race/Ethnicity,Hispanic
2014,2014,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,34.6,%,Crude Prevalence,,32.5,36.8,Race/Ethnicity,"White, non-Hispanic"
2021,2021,AK,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,42.6,%,Crude Prevalence,,40.3,44.9,Race/Ethnicity,"White, non-Hispanic"
